Pathway,RHL3145,RHL3151,RHL3153,RHL3513,RHL3538,RHL3539,RHL3540,RHL3541,RHL3542,RHL3545,RHL3546,RHL3547,RHL3548,RHL3549,RHL3552,RHL3553,RHL3554,RHL3555,RHL3556,RHL3559,RHL3560,RHL3561,RHL3563,RHL3565,RHL3566,RHL3572,RHL3573,RHL3574,RHL3577,RHL3578,RHL3579,RHL3580,RHL3581,RHL3871,RHL3872,RHL3873,RHL3874,RHL3875,RHL3946,RHL3947,RHL3948,RHL3949,RHL3950,RHL3951,RHL3952,RHL3953,RHL3954,RHL3955,RHL4237,RHL4238,RHL4239,RHL4240,RHL4241,RHL4242,RHL4243,RHL4246,RHL4247,RHL4248,RHL4251,RHL4252,RHL4253,RHL4254,RHL4255,RHL4256,RHL4257,RHL4262,RHL4263,RHL4264,RHL4265,RHL4274,RHL4275,RHL4276,RHL4277,RHL4279,RHL4280,RHL4281,RHL4282,RHL4283,RHL4413,RHL4414,RHL4415,RHL4416,RHL4419,RHL4420,RHL4421,RHL4422,RHL4423,RHL4424,RHL4425,RHL4426,RHL4427,RHL4432,RHL4433,RHL4434,RHL4465,RHL4466,RHL4468,RHL4469,RHL4470,RHL4471,RHL4472,RHL4473,RHL4474
REACTOME_LEISHMANIA_INFECTION,0.258865459,0.320201819,0.205944427,-0.233406508,-0.189609029,-0.281223585,-0.192074326,-0.190008694,-0.054002417,0.133614963,0.262397641,-0.086207935,0.239172812,0.191682793,0.125826572,0.070774007,0.220297476,0.035887371,0.063044212,0.272588301,0.302069324,0.184516442,0.32117254,-0.146712374,-0.139027803,0.080574831,-0.153034491,-0.116263694,0.094607725,0.104842781,0.287649437,0.232258355,0.330948551,0.071604219,-0.007543886,0.064222204,0.057109716,0.028907394,-0.122847625,-0.102314362,-0.029361439,0.050130049,-0.147838477,-0.067898446,-0.051581632,-0.004859536,-0.149246145,-0.095624728,-0.048581039,0.161173406,-0.011506979,0.136250507,-0.149546011,0.196602561,-0.09830554,-0.203867334,-0.360246657,-0.210995527,-0.060801459,-0.107357496,0.056060303,-0.076148575,-0.147655749,0.121433537,-0.081651246,-0.245570714,-0.1417804,-0.239439908,-0.061173083,0.05413724,0.023940697,0.010137463,-0.056344477,0.0786979,0.064080416,0.191753543,-0.069547693,0.027242576,0.332930364,0.276327959,0.319222463,0.258796138,-0.049829143,-0.07831032,-0.141531091,-0.144586555,-0.265210399,-0.142601061,-0.058435652,0.096958827,0.091980535,0.242127535,0.190490245,0.3291151,0.193129684,-0.084936618,-0.191662278,-0.151046627,0.017287929,-0.137799145,-0.22686981,-0.234570319,-0.177731538
REACTOME_SENSORY_PROCESSING_OF_SOUND,0.264222403,0.295422134,-0.131955483,0.110247403,0.270953709,0.236160018,0.038739093,0.176483697,0.093700523,-0.061893551,0.018282997,0.008811962,-0.087684217,-0.252503916,0.163451905,0.129771,0.132997625,0.142031639,0.113135575,-0.067449965,-0.14080989,0.073651179,0.009430847,0.085454785,-0.025916588,0.043640232,0.095136536,0.168658532,0.226632312,0.240806365,0.272234412,0.249002029,0.176847711,-0.152358972,-0.076810884,-0.078952521,0.050413842,-0.122140676,0.02640885,0.008533082,-0.077353009,0.141570427,-0.004836899,-0.044614865,0.20946286,0.117974297,0.033526148,-0.085493561,0.145820564,0.149318385,0.075416245,0.002752174,0.15907898,0.137117162,0.184070059,-0.201023967,-0.307477424,-0.124637038,-0.103538841,-0.181342046,-0.284300666,-0.257598319,-0.249957965,-0.204356931,0.113241616,-0.253183471,0.002654797,-0.244158775,-0.285780729,0.172094249,-0.029427219,0.054967757,0.071086015,0.0208511,0.195802054,0.052680147,0.248074937,0.062621327,0.037833581,0.028481595,-0.007559831,-0.038816303,0.027134933,-0.027122722,0.074583613,0.078420116,0.037336664,-0.047909676,0.135149046,0.041559778,0.229707382,0.015441311,0.065266784,0.061777309,-0.188555995,-0.113363772,0.011154857,0.054234085,-0.351786307,-0.27842629,-0.305981829,-0.326390285,-0.040412704
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,-0.112218213,-0.256513512,-0.076290575,-0.366942644,-0.531759103,-0.40940369,-0.389560947,-0.397564053,-0.286738756,0.25104906,0.327016448,0.35233052,0.335608469,0.440849436,0.51410393,0.517215925,0.558469708,0.571058668,0.580222855,0.572766156,0.523356711,0.195197335,0.398704745,-0.318754305,-0.548629006,-0.470351308,-0.57237746,-0.493719085,-0.554959517,-0.421809376,-0.273331323,-0.344853221,0.469309365,0.314654555,0.099127239,0.182261088,0.070791588,0.198407913,-0.080235687,0.021062344,-0.116948372,-0.193750675,-0.113098316,-0.224133894,-0.361992688,0.033576692,-0.136670178,0.022816368,-0.246948473,-0.236145206,0.439965047,0.390451786,0.095061177,0.181922512,0.196443391,-0.046214727,0.265838829,0.11573132,-0.450381089,-0.406425336,-0.31492602,-0.311480849,-0.364280985,-0.117745413,-0.503120174,0.430098977,-0.175765046,0.352067249,0.311805313,-0.15584684,-0.033767865,-0.021054689,-0.127559641,-0.547331706,-0.38835576,-0.425286139,0.201650973,0.460125897,0.476045053,0.327211848,0.400281005,0.425697736,0.161538198,0.282515648,-0.472651115,-0.517993925,-0.563863219,-0.36673853,-0.39754035,-0.2585787,-0.267558655,-0.326405392,-0.318306775,0.407441744,0.412648218,-0.543319297,-0.377012564,-0.342293083,0.114605353,0.18703519,0.091135516,-0.248990144,-0.223810658
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,0.432338242,0.40142201,0.18927569,-0.340109203,-0.250958684,-0.306223116,-0.271599958,-0.19644213,-0.10399601,0.082125343,0.325409993,-0.16842239,0.096646865,0.191133835,0.173495138,0.182653936,0.23203293,0.098059949,0.055894467,0.068262175,0.286981448,-0.045007729,0.335859764,-0.109498267,-0.125254182,-0.107233983,-0.178809972,-0.154748565,0.174866984,0.207966893,0.326808317,0.285140855,0.348655133,0.152968056,-0.107498702,-0.025104255,0.022893907,-0.009590396,0.18317209,0.090684033,0.227857049,0.296648093,0.101640653,-0.220560176,-0.038591795,0.145589195,-0.137840638,-0.068967028,-0.309435748,-0.063525805,0.041520379,0.159383825,-0.180347542,0.130291911,-0.153134345,-0.27297847,-0.276610115,-0.106926103,-0.173724642,0.116485537,0.208455855,-0.0013789,0.012053915,0.146107921,0.370813798,0.077721571,0.304593033,-0.100498253,-0.035407135,0.201418626,0.014301471,0.018404501,-0.106259433,0.290923068,0.284830261,0.267888127,-0.058789854,-0.035838068,0.241539087,0.092943555,0.241997812,0.321633698,-0.004772606,-0.055837786,-0.129640951,-0.106017326,-0.104189051,-0.225891246,-0.108456881,0.063636549,0.008132223,0.126192821,0.150835286,0.266563368,0.09407049,-0.111715176,-0.044248716,-0.060475894,0.000513056,-0.097687915,-0.126780554,-0.153867118,-0.283231869
REACTOME_PURINERGIC_SIGNALING_IN_LEISHMANIASIS_INFECTION,0.031121814,0.36567611,0.377883877,-0.394410632,-0.451747742,-0.47189615,-0.300236551,-0.456672429,-0.231717848,0.250887675,0.346683736,-0.324750711,0.445869856,0.182823352,0.401687818,0.288719262,0.397194549,0.337278809,0.380657527,0.414157372,0.524569875,0.361147829,0.561224545,-0.385537192,-0.527269477,0.325648003,-0.16307335,-0.103559779,-0.026910009,0.007937178,0.411591397,0.253314777,0.512757218,0.165320135,0.096059687,0.346057661,0.212528068,0.130208603,-0.106004596,-0.178029893,-0.079292072,-0.070518518,-0.05938105,0.173149051,0.164115714,0.083874377,0.086503867,-0.008344736,0.119582974,0.430984792,-0.282710903,-0.071071399,-0.28095242,-0.030328774,-0.250642098,-0.163460779,-0.496785348,-0.434522532,-0.181346196,-0.171241617,-0.082205693,0.010335012,-0.17737658,0.154646306,-0.412930561,-0.613787773,-0.571420204,-0.556194302,-0.375757463,-0.184092506,-0.276725668,-0.09208919,-0.1750703,-0.196662094,-0.327403819,0.20066301,-0.37881335,-0.39660746,0.478847853,0.418706739,0.49059285,0.317582772,-0.444858707,-0.524506195,-0.039071495,-0.034133855,-0.309811561,0.114654638,0.078562794,0.153798454,0.141558625,0.458920378,0.44004319,0.575397309,0.243474096,-0.168145584,-0.18445922,-0.259531246,0.204079209,-0.176620668,-0.433492226,-0.255312932,-0.365489369
REACTOME_SENSORY_PROCESSING_OF_SOUND_BY_OUTER_HAIR_CELLS_OF_THE_COCHLEA,0.334759754,0.303629816,-0.090178851,0.21476605,0.233128026,0.287049926,0.107874484,0.238219002,0.140312038,-0.059309326,-0.023183483,0.091733348,-0.114773099,-0.324429763,0.196099334,0.193946033,0.136981458,0.166709063,0.183738838,-0.025518761,-0.171334124,0.19282898,-0.003090577,0.094993363,-0.023537439,-0.039671124,0.005843206,0.174374126,0.236716156,0.28801059,0.383113202,0.291749838,0.210095854,-0.10183949,-0.046425812,-0.047676635,0.090278002,-0.095331482,-0.14353184,-0.016720107,-0.222079388,0.108077179,-0.120509397,-0.000405798,0.267056313,0.146927654,0.099891461,-0.05699732,0.134939984,0.185675403,0.072479945,0.124553587,0.211380587,0.152564331,0.31852339,-0.181431608,-0.300016645,-0.23491207,-0.338646633,-0.322570046,-0.390941882,-0.351765068,-0.299503523,-0.231512081,0.094636944,-0.254073142,-0.098935134,-0.284862097,-0.339778206,0.075342269,-0.019946527,0.028384641,0.003433897,0.047633729,0.266265568,0.088633942,0.330830699,0.126300237,0.035122334,0.055173419,0.036436912,-0.019596588,0.015948487,-0.056666752,0.117073104,0.042479935,-0.007963502,0.05873349,0.299777782,0.23401494,0.303648637,0.132213674,0.123486373,0.101283253,-0.215983177,-0.094242632,-0.073558615,-0.137691334,-0.414718421,-0.348726408,-0.206222093,-0.285736871,-0.105141354
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,0.377061308,0.38383435,0.267913859,-0.2860956,-0.208291264,-0.301836886,-0.258921563,-0.217180319,-0.109299388,0.122559968,0.332549014,-0.13128614,0.191188979,0.209381372,0.107027969,0.065330115,0.208803004,0.022264048,0.001022232,0.201354127,0.297888851,0.088134947,0.346616962,-0.21608509,-0.146730153,0.02439351,-0.140701212,-0.118945409,0.204886419,0.216362439,0.358072558,0.292729971,0.359556514,0.150033701,0.001150713,0.055598122,0.06294025,0.035287879,0.01568702,0.020931924,0.117967023,0.187889764,-0.009439634,-0.105070102,-0.017005616,0.077918963,-0.135600161,-0.088857769,-0.219198255,0.017955442,-0.06036078,0.114721434,-0.229896527,0.159686643,-0.185747579,-0.247239367,-0.34997636,-0.161779693,-0.038515134,0.051066127,0.17727522,-0.029503238,-0.048240003,0.141325945,0.204363069,-0.136079169,0.108974945,-0.222066333,-0.048446625,0.119349429,-0.066693538,-0.081468028,-0.144283735,0.187447131,0.170995483,0.221872839,-0.089637424,-0.009426769,0.320321815,0.209743111,0.289554018,0.285559162,-0.062413334,-0.101804503,-0.141610996,-0.127511851,-0.166137617,-0.231317044,-0.119023154,0.086312383,0.035227074,0.19979216,0.164847804,0.310943398,0.180968557,-0.066056693,-0.152136314,-0.113865229,0.039454595,-0.099473923,-0.220272297,-0.241895109,-0.27578633
REACTOME_SELECTIVE_AUTOPHAGY,-0.09419531,-0.049085041,-0.341706558,0.133290558,-0.273586787,-0.011061555,0.016843398,0.158322585,0.207958997,-0.28033518,-0.195722497,-0.195175815,-0.07121406,-0.128448028,0.269568824,0.229441844,0.234187238,0.282796252,0.290552615,-0.011324446,0.079230039,-0.126812673,-0.006721842,0.099417689,-0.217190314,-0.216324321,-0.307206112,-0.298037367,-0.149602376,-0.27120796,-0.139992547,-0.255365108,0.12269691,0.017406508,0.046445048,0.042927603,-0.006775242,0.063727389,-0.006905501,-0.054422048,-0.105502822,-0.140686147,-0.146242156,-0.238560827,-0.314334308,-0.336051292,-0.325009231,-0.28306811,0.078246569,0.190543749,0.154470639,0.071033998,0.074195364,-0.03606111,0.080052227,0.162356884,0.255635566,0.020590571,-0.287727813,-0.02070764,-0.048116987,-0.0483264,-0.134799304,0.104473625,-0.315818655,0.049146039,-0.186689677,0.206461669,0.079479867,0.08244178,0.250306157,0.312676344,0.153467834,-0.01528719,-0.087314243,0.007395408,0.164966758,0.220983621,0.04007262,-0.029177333,0.003249429,0.095597139,0.300027892,0.19559388,-0.341249602,-0.316748209,-0.365357663,0.095196937,0.096131251,0.018312532,-0.046454215,-0.204966063,-0.156835288,0.175879712,0.156170438,-0.209739927,0.020123831,-0.108309278,-0.120224671,-0.200495656,0.223022966,0.096959197,0.234345392
REACTOME_FCGR3A_MEDIATED_IL10_SYNTHESIS,0.333161379,0.443074706,0.363471067,-0.212075901,-0.044260656,-0.336490438,-0.193741352,-0.295783715,-0.151086715,0.243306016,0.268575102,-0.08248098,0.232470154,0.176940646,-0.158997763,-0.296901959,0.054666781,-0.277289324,-0.199484872,0.371763467,0.29996889,0.385162466,0.358319017,-0.246097207,-0.130779733,0.203963355,-0.077449788,-0.117174191,0.261293058,0.283814727,0.413277589,0.406105586,0.291722249,0.028291738,-0.087367803,0.015006627,-0.113860494,-0.021087358,-0.069813134,0.010468792,-0.022373382,0.180623759,0.075881968,0.155367015,-0.074001408,0.057112925,-0.218811302,-0.031173912,0.036062211,0.117247972,-0.190389108,-0.120513237,-0.309931349,0.108191325,-0.268024655,-0.385592482,-0.514469618,-0.349321895,0.344589508,0.069596239,0.176437912,0.037200999,-0.019327053,0.09655841,-0.340865095,-0.469155099,-0.387836344,-0.309204422,0.00831691,-0.184361349,-0.155753296,-0.283222432,-0.190083606,0.028545573,-0.276488732,0.156579715,-0.296994782,-0.034590061,0.423457398,0.349189659,0.411975797,0.091352202,-0.204847003,-0.173069405,-0.13698886,-0.201832972,-0.319040738,-0.304274898,-0.202634175,0.018881135,0.022548225,0.288200479,0.215679729,0.426482841,0.213478143,0.165676822,-0.242807098,0.031138685,0.270457492,-0.060558977,-0.30195919,-0.416036679,-0.123895801
REACTOME_PARASITE_INFECTION,-0.001444341,0.219928246,0.184383605,0.123040833,-0.16250229,-0.175856234,0.041783924,-0.095679399,0.205283757,0.233130228,0.168769754,0.151784916,0.329463759,0.331542941,0.14102052,0.016720612,0.250326103,-0.028846691,0.068383782,0.473183079,0.301539971,0.421063153,0.361495886,-0.041085828,-0.036639869,0.063637573,-0.280924366,-0.220749202,-0.063749863,-0.131174974,0.080990875,0.021267511,0.339198824,-0.152694209,-0.14470433,0.042082904,-0.121180627,-0.095648465,-0.496486213,-0.462306274,-0.460681392,-0.31221272,-0.498523866,-0.07632225,-0.317527704,-0.309852083,-0.386539357,-0.23004793,0.32921153,0.329222994,0.088072874,0.226418383,-0.027492783,0.375477625,0.068602289,-0.085517495,-0.428905131,-0.271553666,0.046877521,-0.290198302,-0.056950474,-0.161306861,-0.255027842,0.040979077,-0.540905443,-0.369947917,-0.504696447,-0.146592667,0.094624814,-0.133332367,0.218677546,0.210218137,0.177012669,-0.048697819,-0.218341535,0.228323086,-0.049327287,0.259018826,0.389112016,0.370038563,0.398309803,0.175908048,0.184192094,0.171336251,-0.295919981,-0.267627307,-0.523937736,-0.190267476,-0.049549705,0.0296162,0.134031257,0.134673585,0.131138282,0.371596201,0.373146706,-0.036453155,-0.435292296,-0.239190511,0.040251345,-0.14996592,-0.111865545,-0.349900971,0.128126905
REACTOME_KILLING_MECHANISMS,-0.172336452,-0.338670223,-0.359572128,-0.11175108,0.224581879,0.086814488,0.505928138,0.051392471,0.026216508,-0.081549177,-0.233075465,0.190598475,-0.084486725,-0.233968852,-0.08464589,-0.116002322,-0.035207249,0.156490918,0.156115806,0.153541958,-0.058582782,0.233754655,0.059977352,0.36038064,0.313267728,0.159219754,0.077789284,0.0906795,0.09116965,-0.165154723,-0.137077675,0.141909407,-0.163552825,-0.193770314,-0.033224309,0.052321355,0.11966925,-0.094535384,-0.023197413,0.021475577,-0.036504202,-0.076453446,-0.125573563,0.322413538,-0.034342417,0.181522844,-0.088778898,-0.077651385,0.453451675,0.326126148,0.352194215,0.242264416,0.425369729,0.133792877,0.142248488,-0.306779746,0.064647062,-0.049734727,-0.472513838,-0.595496798,-0.339165235,-0.279733332,-0.383756799,-0.051492888,-0.560118669,-0.035785436,-0.316773408,0.041279606,-0.041620538,0.470664891,0.277411486,0.121159432,-0.025962594,-0.396617148,-0.264538463,-0.475380777,0.370231062,0.232015316,0.332786432,0.306385226,0.304706924,0.343277632,0.138153471,0.246213103,0.239749645,0.286871799,0.03227032,0.121108299,-0.138033991,0.249109551,0.354510377,0.423745921,-0.026569277,-0.292437118,-0.299535914,-0.340161243,-0.118966899,-0.149676494,-0.413449164,-0.454807167,-0.448027796,0.102799831,-0.244255103
REACTOME_PEXOPHAGY,0.349579137,0.454489456,-0.02666209,-0.31823197,-0.554425375,-0.362619188,-0.451201639,-0.308185724,-0.346620251,-0.468450963,-0.187323262,-0.735793181,-0.537492445,-0.289568753,0.260160652,0.23886166,0.104821815,0.150783561,0.20058484,-0.217603939,-0.066316532,-0.5700612,-0.13726778,0.2271995,-0.340981945,0.021738968,-0.149226682,-0.100756429,0.113090634,0.06416308,0.360155274,0.135278093,0.042319725,0.204035028,0.305173851,0.353966601,0.179369509,0.265653504,0.272424266,0.223807856,0.271847769,0.063927964,-0.095023266,-0.125972286,0.043500581,-0.328080665,-0.07649993,0.089256767,-0.621300423,-0.304723657,-0.056377366,-0.04701562,-0.135760677,-0.147022397,0.071422645,-0.067655123,-0.361883929,-0.282886014,-0.488249524,0.313216578,0.182572434,0.254372779,0.159746137,0.033122738,-0.420559792,-0.111613147,-0.605991642,-0.377519764,-0.267190814,0.324803621,0.48354949,0.544354673,0.356568725,-0.038120363,-0.205309613,0.100512325,-0.564238349,-0.258609312,-0.099527489,-0.22841332,-0.211828825,0.104616897,-0.050790336,-0.080225874,-0.203599107,-0.143743036,-0.134401348,0.005034574,-0.076742672,-0.090283015,-0.183559177,0.018610971,0.255819745,0.451534559,0.421758513,0.099616522,0.332835968,0.100285203,0.041089261,-0.37167113,0.205535837,0.339458448,0.272654466
REACTOME_SIGNALING_BY_ERBB2_ECD_MUTANTS,-0.397332019,-0.287130742,-0.163198991,0.345588673,-0.161480245,-0.031096877,-0.12828925,0.179490051,0.210980091,-0.257192722,-0.262006365,-0.160807167,-0.178883718,0.033411824,0.058049979,-0.006359641,-0.080715059,-0.080047025,0.085205562,0.24800894,0.224114786,0.008503516,-0.199310667,-0.025536843,-0.208156019,-0.217730758,-0.407816786,-0.331591092,-0.187746113,-0.399272789,-0.295245748,-0.43654161,-0.326400259,-0.287586084,-0.013717445,-0.017777577,-0.240671868,-0.107178081,0.047283204,0.221661027,-0.214796814,-0.107564931,0.226562197,-0.355497638,-0.334212427,-0.338630597,-0.054859218,-0.072875617,0.074419798,-0.303558126,0.296767837,0.286916555,0.315038254,0.319155171,0.606190239,0.253239126,0.038935799,-0.043763945,0.166247371,0.220048814,0.255077932,0.258660515,0.129144496,0.146883693,-0.633698406,0.231167703,-0.370666413,0.426842122,0.346258041,-0.451797302,-0.281614755,-0.284479808,-0.268121545,-0.333449642,-0.461430408,-0.16038851,0.40118953,0.590428168,-0.019529032,-0.027738417,-0.006970079,-0.104402665,0.427943505,0.426331131,0.142020232,0.22071443,0.015353036,0.157876147,0.11547793,0.031235993,0.022285479,-0.074225118,-0.201363719,0.340685892,0.091753356,0.069138355,-0.044065502,0.097710183,0.10404731,0.119566273,0.174432058,-0.169292807,0.154607134
REACTOME_SEALING_OF_THE_NUCLEAR_ENVELOPE_NE_BY_ESCRT_III,-0.102993336,0.05789773,-0.277501947,0.151962013,-0.278731332,-0.058297606,0.011042992,0.055180735,0.208014579,-0.088929207,-0.129840859,0.191049998,0.188117358,0.019891862,0.048209565,0.10992763,0.081588224,0.046641543,0.070916006,0.213573292,0.169563487,0.113608008,0.134149233,0.199464012,-0.003183195,-0.094408884,-0.128295007,-0.296341947,-0.037962876,-0.184766422,-0.107699968,-0.199560357,0.26442574,0.10361252,0.133220952,0.22445566,0.275090621,0.22794594,0.08667916,-0.018225854,-0.131355995,-0.338268801,-0.262691269,-0.0560879,-0.243906,-0.246612334,-0.299393582,-0.243335223,0.121690006,0.214617116,0.15501896,0.369780436,0.313952458,0.196609645,0.351878879,-0.105795201,0.357529159,-0.012387869,-0.303105262,-0.317515241,-0.353426362,-0.44910423,-0.448521894,-0.066530566,-0.149334392,0.127778839,-0.107832348,0.30717905,0.144554711,0.207543162,0.314074245,0.313655471,0.081476229,0.179467827,0.197156501,0.06555842,0.533926572,0.297465086,-0.015980944,-0.043500828,-0.027309059,0.141564725,0.401918041,0.55139355,-0.32849051,-0.262810006,-0.439685048,-0.084571762,0.074016361,0.009016598,-0.136409153,-0.122735561,-0.187257478,0.255989356,0.088993727,-0.491520278,-0.249705206,-0.257135623,-0.30840436,-0.276995702,0.358611052,0.172326393,-0.014847241
REACTOME_SIGNALING_BY_KIT_IN_DISEASE,-0.089544708,0.204423592,0.334536431,-0.023014903,-0.241837854,-0.37867423,-0.483339693,-0.497755928,-0.082917286,0.301784227,0.342483379,0.00095728,0.261930963,0.338847591,0.016367098,-0.113239603,0.204050098,-0.091317502,0.042019468,0.451552205,0.2325219,0.015741482,0.112099774,0.052841892,-0.091631988,-0.080427963,-0.479204509,-0.271849228,-0.126345815,-0.230321106,0.050917429,0.191221068,0.18335073,-0.371510881,-0.32961414,-0.1734333,-0.462631709,-0.397573824,-0.302798378,-0.101890587,-0.323299754,-0.2493323,-0.277029463,-0.115301726,-0.197521069,-0.343349181,-0.215160329,0.056502583,0.357130535,0.270401865,0.057772309,0.080120948,-0.230199942,0.145238138,0.046374825,-0.321045864,-0.537348449,-0.464076326,0.376767368,0.322732634,0.440198327,0.329128157,0.154457485,0.264551661,-0.560145124,-0.080007939,-0.22709263,0.204056333,0.264285836,-0.177866143,-0.007651685,-0.003426549,0.093336797,0.124944367,-0.381887606,0.40744217,0.045230762,0.229259443,0.22234178,-0.003441128,0.194920978,0.000416198,-0.137582923,-0.055325486,-0.074868668,-0.118530892,-0.38280005,-0.157100522,0.01977393,-0.156189814,-0.045934335,0.110274761,0.137964903,0.331512428,0.517841374,0.201237501,-0.319675589,0.03008738,0.383524827,0.193775323,0.055590511,-0.255360705,0.25394631
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE,-0.381987865,-0.374341237,-0.117598062,-0.097855167,-0.339236163,-0.154059902,-0.149190356,0.09084554,0.071604185,-0.113379043,0.072029439,-0.317521962,-0.217024763,8.83641E-05,0.149740254,0.325632552,0.310717819,0.129223472,0.144992934,0.076425195,0.249940312,-0.261325942,0.143904999,0.258997309,0.033253658,0.248933803,0.238442512,0.141540449,-0.094027527,-0.183982258,-0.288284427,-0.20249612,0.041103783,0.375221126,0.252635147,0.092800621,0.044702777,0.252816457,0.126119325,0.133141126,0.161011772,-0.392112232,-0.073422385,-0.44731891,-0.239976236,-0.494429752,-0.385204994,-0.301896035,0.017292382,0.258251495,-0.027244523,0.044151416,-0.218703026,-0.38622971,-0.203270635,0.144699036,0.468798936,0.252730664,-0.029655447,-0.051966188,-0.123954597,-0.11360085,-0.220740954,-0.466771019,-0.385445167,0.094089275,-0.175297233,0.452599572,0.274533545,0.322326879,0.331993967,0.37617798,0.267695998,-0.369475237,-0.064163291,-0.272266294,0.029388528,0.203957158,-0.498822543,-0.536547635,-0.377026047,-0.177756923,0.030209684,0.011260261,-0.257523689,-0.202360911,-0.104760166,-0.107019788,-0.063075161,0.100279768,-0.035271881,0.228937643,0.270233398,-0.209354134,-0.18161561,-0.327336891,-0.198258533,-0.488512336,0.062280709,-0.067890064,0.155761784,0.410671055,0.230918476
REACTOME_SIGNALING_BY_PDGFR_IN_DISEASE,-0.202153418,-0.115127894,0.164753632,0.210446951,-0.087208748,-0.23583856,-0.339015362,-0.409517336,0.084728354,0.05038936,-0.027672149,0.161438389,-0.096629763,0.143250386,-0.32692359,-0.39266815,-0.26788217,-0.456550848,-0.263559713,0.073720104,-0.061614165,-0.103021729,-0.275493687,-0.039918579,-0.245379406,-0.076598127,-0.390223081,-0.252739197,-0.37252197,-0.435626015,-0.334323911,-0.243077026,-0.239919469,-0.350943663,-0.276364515,-0.181845848,-0.435960253,-0.328647468,-0.057839981,-0.078977104,-0.086840567,-0.106723034,-0.06754358,-0.338976893,-0.388968794,-0.42173398,-0.201752606,-0.196159021,0.45204379,0.323629849,0.298840408,0.299265226,0.129239085,0.341816779,0.453403576,-0.183389101,-0.43142853,-0.440046649,0.468646677,0.397065669,0.452863213,0.463282374,0.323867585,0.3495724,-0.564459997,0.225260333,-0.108866432,0.14376487,0.337834118,-0.250349524,0.278349938,0.030271484,0.132062637,0.113160606,-0.128558947,0.392211096,0.195183301,0.288083306,-0.103615202,-0.152723779,-0.031614281,-0.182780106,0.106976328,0.261858568,-0.072984277,-0.041033512,-0.159508896,0.006344855,-0.215669965,-0.314185694,-0.143207253,0.303621096,0.40852435,0.092513312,0.393074347,0.26999122,-0.055830037,0.293530599,0.355180244,0.157715305,0.334103684,-0.098960964,0.445503634
REACTOME_SIGNALING_BY_PDGFRA_TRANSMEMBRANE_JUXTAMEMBRANE_AND_KINASE_DOMAIN_MUTANTS,-0.265059723,-0.020122689,0.139295505,0.014349116,-0.542614379,-0.519644534,-0.693530483,-0.54549818,0.061729653,-0.056027257,0.036990116,0.064732548,0.03874903,0.404632476,0.103754598,-0.074662947,0.042837711,-0.166848246,0.086543576,0.193932292,0.024639863,-0.187337276,-0.280664099,-0.13019115,-0.37081795,-0.313733075,-0.564076376,-0.313583343,-0.290034014,-0.377962471,-0.358919478,-0.226571581,-0.13696864,-0.086151451,-0.108634723,0.027005903,-0.310275665,-0.128895726,0.079865547,0.10985309,-0.175316359,-0.079762736,0.1128466,-0.606528567,-0.41994356,-0.493602719,-0.285591521,-0.274020883,0.134446608,0.196465125,0.249862569,0.355157395,0.054070975,0.271309525,0.519162753,-0.224534213,-0.340942635,-0.352651459,0.284381171,0.418935806,0.507594416,0.526802414,0.325267732,0.421581858,-0.572920962,0.178630778,-0.061293959,0.232590378,0.315354997,-0.175502235,0.21011962,0.116505445,0.220159881,0.230754328,-0.052525448,0.500570454,0.354131956,0.14398031,-0.155281289,-0.346648769,-0.159957501,-0.059652492,0.100164029,0.13523745,-0.28405784,-0.163434287,-0.319601552,-0.006751897,0.010947395,-0.189541591,-0.043918272,0.310637357,0.381656946,0.315589372,0.530151514,0.230819403,-0.1181302,0.146021541,0.382230914,0.265253614,0.234787904,-0.115207903,0.394012752
